numero_declaration,date_declaration,date_envoi_mail_info,date_envoi_mail_relance,date_prorogation,statut_actif,date_desactivation,id_declarant,guid,Civilite_declarant,nom_declarant,prenom_declarant,adresse_mail_declarant,adresse_declarant,cp_declarant,ville_declarant,Pays_declarant,societe_declarant,numero_siret_declarant,id_declaration,id_demande_guichet,compte_parisien,Type_residence,totalite_local,numero_voirie,indice_repetition,adresse_meuble,gps_meuble,id_poi_adresse_meuble,cp_meuble,etage,batiment,escalier,numero_appart,numero_invariant,nombre_pieces,nombre_lits,partie_local,date_classement,Niveau_classement,autre_reconnaissance,code_rivoli,adresseNormalise,Identification_parcelle,Quartier,IDBA
7510157479662,6/9/2023,22/2/2023,,,True,,869,753773-xxxx-yyyy-zzzz-5983,Monsieur,Nom4034,Prénom300,email395@test.com,32 Rue Fictive,75305,Paris,France,,,328666,188417,False,Secondaire,True,8,,35 Rue Imaginaire,,,75474,1,,,42,,3,3,True,,5 étoiles,,4867,97 Avenue Virtuelle,751013XX9169,6,89225
7510133662360,10/7/2023,19/5/2023,,,False,,1512,599286-xxxx-yyyy-zzzz-8255,Monsieur,Nom2251,Prénom2125,email493@test.com,18 Rue Fictive,75399,Paris,France,,,871940,565870,False,Location,False,6,,82 Rue Imaginaire,,,75142,8,,,36,,3,1,False,,5 étoiles,,5138,12 Avenue Virtuelle,751078XX1817,6,42699
7510121574805,12/7/2023,7/8/2023,,,False,,407,354258-xxxx-yyyy-zzzz-4683,Monsieur,Nom3434,Prénom3184,email3722@test.com,69 Rue Fictive,75158,Paris,France,,,388439,381295,True,Secondaire,True,60,,98 Rue Imaginaire,,,75169,9,,,35,,4,1,False,,3 étoiles,,7723,14 Avenue Virtuelle,751067XX9670,11,43803
7510153173484,13/6/2023,24/10/2023,,,False,,438,568156-xxxx-yyyy-zzzz-5514,Monsieur,Nom4640,Prénom4765,email3383@test.com,89 Rue Fictive,75303,Paris,France,,,952757,858718,True,Location,True,74,,4 Rue Imaginaire,,,75753,9,,,30,,5,3,True,,4 étoiles,,6336,93 Avenue Virtuelle,751024XX1281,16,46929
7510152020744,9/1/2023,24/6/2023,,,False,,3709,459336-xxxx-yyyy-zzzz-8645,Madame,Nom2142,Prénom3081,email2209@test.com,53 Rue Fictive,75996,Paris,France,,,941378,589890,False,Principale,False,17,,26 Rue Imaginaire,,,75209,1,,,44,,4,1,True,,5 étoiles,,3136,1 Avenue Virtuelle,751030XX8740,1,74608
7510153800468,21/3/2023,19/10/2023,,,True,,126,617642-xxxx-yyyy-zzzz-2317,Madame,Nom870,Prénom1152,email4247@test.com,35 Rue Fictive,75544,Paris,France,,,251031,543115,True,Location,False,55,,85 Rue Imaginaire,,,75493,3,,,16,,5,2,False,,5 étoiles,,6141,85 Avenue Virtuelle,751013XX3087,11,27932
7510145793603,21/4/2023,18/7/2023,,,True,,4650,769472-xxxx-yyyy-zzzz-8180,Madame,Nom622,Prénom1004,email2832@test.com,15 Rue Fictive,75508,Paris,France,,,811242,510098,False,Secondaire,True,80,,29 Rue Imaginaire,,,75165,1,,,47,,4,4,False,,4 étoiles,,3697,45 Avenue Virtuelle,751066XX3249,12,45670
7510198028567,3/6/2023,5/11/2023,,,True,,1030,986956-xxxx-yyyy-zzzz-7212,Madame,Nom164,Prénom1722,email2718@test.com,19 Rue Fictive,75655,Paris,France,,,320399,777038,True,Secondaire,True,8,,42 Rue Imaginaire,,,75090,7,,,32,,3,5,False,,4 étoiles,,2695,87 Avenue Virtuelle,751060XX3935,5,18524
7510164620564,22/5/2023,20/1/2023,,,True,,2696,712309-xxxx-yyyy-zzzz-2695,Monsieur,Nom4569,Prénom1269,email3285@test.com,1 Rue Fictive,75569,Paris,France,,,588394,585767,True,Principale,False,70,,13 Rue Imaginaire,,,75835,5,,,18,,5,2,False,,Non classé,,1853,54 Avenue Virtuelle,751047XX3053,18,62346
7510153858179,5/12/2023,15/4/2023,,,True,,4245,530175-xxxx-yyyy-zzzz-9314,Madame,Nom2784,Prénom3100,email3158@test.com,5 Rue Fictive,75259,Paris,France,,,436998,304752,True,Principale,False,75,,93 Rue Imaginaire,,,75991,6,,,41,,1,2,True,,3 étoiles,,2944,10 Avenue Virtuelle,751041XX6984,19,41945
7510177236637,22/10/2023,9/2/2023,,,False,,2563,195835-xxxx-yyyy-zzzz-6501,Monsieur,Nom1682,Prénom3159,email2157@test.com,71 Rue Fictive,75516,Paris,France,,,377076,289999,False,Principale,False,77,,21 Rue Imaginaire,,,75774,7,,,5,,3,1,False,,3 étoiles,,2103,42 Avenue Virtuelle,751037XX8252,13,94824
7510165404262,7/4/2023,4/5/2023,,,True,,395,171445-xxxx-yyyy-zzzz-6980,Monsieur,Nom1305,Prénom4199,email2470@test.com,78 Rue Fictive,75237,Paris,France,,,421312,529868,False,Secondaire,False,36,,4 Rue Imaginaire,,,75132,5,,,48,,3,3,True,,4 étoiles,,8264,79 Avenue Virtuelle,751075XX2674,16,10359
7510163445094,16/8/2023,11/9/2023,,,False,,361,607547-xxxx-yyyy-zzzz-6792,Monsieur,Nom4090,Prénom996,email2347@test.com,94 Rue Fictive,75594,Paris,France,,,318979,523434,True,Location,True,32,,61 Rue Imaginaire,,,75303,7,,,21,,5,1,False,,4 étoiles,,9836,54 Avenue Virtuelle,751089XX7313,9,37591
7510172054400,8/6/2023,28/11/2023,,,True,,4694,589013-xxxx-yyyy-zzzz-4221,Monsieur,Nom1113,Prénom1108,email4181@test.com,23 Rue Fictive,75434,Paris,France,,,701300,248928,True,Principale,True,29,,58 Rue Imaginaire,,,75000,0,,,22,,4,1,True,,5 étoiles,,2509,100 Avenue Virtuelle,751091XX4364,19,67200
7510176225834,22/10/2023,25/6/2023,,,False,,3180,702348-xxxx-yyyy-zzzz-8754,Madame,Nom4201,Prénom2345,email1648@test.com,50 Rue Fictive,75418,Paris,France,,,813379,409601,True,Principale,True,86,,82 Rue Imaginaire,,,75520,9,,,6,,5,2,False,,4 étoiles,,3253,41 Avenue Virtuelle,751069XX8903,20,16343
7510180392091,10/12/2023,12/12/2023,,,True,,1372,975133-xxxx-yyyy-zzzz-1360,Madame,Nom326,Prénom1518,email61@test.com,52 Rue Fictive,75730,Paris,France,,,497955,138085,True,Location,True,75,,80 Rue Imaginaire,,,75444,5,,,12,,5,2,True,,3 étoiles,,6890,26 Avenue Virtuelle,751023XX8689,19,27203
7510185534623,9/7/2023,8/3/2023,,,True,,1977,950902-xxxx-yyyy-zzzz-8882,Monsieur,Nom545,Prénom2313,email1239@test.com,57 Rue Fictive,75093,Paris,France,,,949639,577640,True,Principale,True,28,,17 Rue Imaginaire,,,75713,9,,,49,,2,1,True,,4 étoiles,,5711,26 Avenue Virtuelle,751093XX9488,17,16522
7510198301716,28/5/2023,27/9/2023,,,False,,2718,532063-xxxx-yyyy-zzzz-6925,Monsieur,Nom2163,Prénom513,email3840@test.com,4 Rue Fictive,75882,Paris,France,,,620017,948648,True,Secondaire,False,35,,4 Rue Imaginaire,,,75734,6,,,34,,1,2,False,,3 étoiles,,3654,14 Avenue Virtuelle,751050XX6207,17,12509
7510138603254,19/8/2023,18/11/2023,,,False,,4239,798720-xxxx-yyyy-zzzz-2151,Madame,Nom4020,Prénom758,email3862@test.com,19 Rue Fictive,75744,Paris,France,,,800015,581063,False,Secondaire,False,68,,21 Rue Imaginaire,,,75428,3,,,48,,2,5,True,,Non classé,,5747,77 Avenue Virtuelle,751086XX1441,4,32758
7510117634163,14/10/2023,12/12/2023,,,False,,4039,208470-xxxx-yyyy-zzzz-1685,Monsieur,Nom4501,Prénom3448,email4350@test.com,63 Rue Fictive,75358,Paris,France,,,838974,793222,True,Principale,False,82,,31 Rue Imaginaire,,,75888,1,,,44,,4,1,True,,Non classé,,2251,93 Avenue Virtuelle,751054XX3092,13,30116
7510163187179,12/6/2023,2/6/2023,,,False,,538,302794-xxxx-yyyy-zzzz-6158,Madame,Nom1548,Prénom3096,email1456@test.com,66 Rue Fictive,75661,Paris,France,,,643764,627355,False,Location,True,70,,80 Rue Imaginaire,,,75559,3,,,2,,3,5,True,,3 étoiles,,6546,63 Avenue Virtuelle,751081XX9981,6,18081
7510197300864,13/9/2023,28/3/2023,,,False,,4812,157529-xxxx-yyyy-zzzz-7650,Madame,Nom2127,Prénom3953,email2480@test.com,67 Rue Fictive,75969,Paris,France,,,108747,128188,True,Principale,True,48,,49 Rue Imaginaire,,,75999,7,,,38,,3,1,True,,4 étoiles,,3546,10 Avenue Virtuelle,751036XX6156,10,10796
7510154527344,4/2/2023,24/3/2023,,,False,,1887,993447-xxxx-yyyy-zzzz-6618,Madame,Nom2989,Prénom4881,email2827@test.com,20 Rue Fictive,75404,Paris,France,,,972041,678717,True,Location,False,34,,29 Rue Imaginaire,,,75782,0,,,19,,3,4,False,,4 étoiles,,8818,5 Avenue Virtuelle,751089XX6357,11,80365
7510184885672,11/6/2023,2/12/2023,,,True,,787,204713-xxxx-yyyy-zzzz-5811,Madame,Nom1704,Prénom394,email3181@test.com,34 Rue Fictive,75478,Paris,France,,,719461,980031,False,Location,False,21,,90 Rue Imaginaire,,,75293,6,,,1,,5,2,True,,5 étoiles,,6272,51 Avenue Virtuelle,751060XX7735,20,99006
7510129593312,14/3/2023,4/11/2023,,,False,,459,195674-xxxx-yyyy-zzzz-6819,Monsieur,Nom1667,Prénom1739,email2973@test.com,15 Rue Fictive,75457,Paris,France,,,869370,524841,False,Location,False,7,,60 Rue Imaginaire,,,75332,0,,,24,,1,3,False,,3 étoiles,,4033,92 Avenue Virtuelle,751083XX2895,12,28044
7510121211987,21/3/2023,22/7/2023,,,True,,2064,310826-xxxx-yyyy-zzzz-5200,Madame,Nom367,Prénom1004,email1062@test.com,60 Rue Fictive,75994,Paris,France,,,352179,404503,True,Secondaire,True,58,,36 Rue Imaginaire,,,75705,1,,,18,,5,3,False,,Non classé,,9387,10 Avenue Virtuelle,751061XX4446,7,49092
7510193062565,13/4/2023,4/6/2023,,,True,,4315,904164-xxxx-yyyy-zzzz-4987,Madame,Nom957,Prénom1282,email869@test.com,85 Rue Fictive,75779,Paris,France,,,797348,943094,True,Principale,True,59,,9 Rue Imaginaire,,,75156,1,,,24,,3,3,False,,3 étoiles,,8442,44 Avenue Virtuelle,751034XX3235,15,10022
7510161167794,8/1/2023,3/4/2023,,,True,,3188,659991-xxxx-yyyy-zzzz-7411,Madame,Nom4948,Prénom949,email2561@test.com,97 Rue Fictive,75342,Paris,France,,,604536,946883,False,Principale,False,80,,61 Rue Imaginaire,,,75473,7,,,48,,3,2,True,,Non classé,,8884,98 Avenue Virtuelle,751018XX9680,9,81293
7510153199028,23/3/2023,16/5/2023,,,False,,2416,529658-xxxx-yyyy-zzzz-9304,Monsieur,Nom2565,Prénom4182,email1121@test.com,100 Rue Fictive,75627,Paris,France,,,756987,149061,False,Secondaire,False,35,,35 Rue Imaginaire,,,75603,8,,,34,,5,3,True,,3 étoiles,,5741,29 Avenue Virtuelle,751034XX9300,9,85257
7510188404428,21/10/2023,15/4/2023,,,False,,1371,367810-xxxx-yyyy-zzzz-7671,Madame,Nom903,Prénom4662,email4271@test.com,21 Rue Fictive,75666,Paris,France,,,255676,247216,True,Principale,False,57,,98 Rue Imaginaire,,,75491,8,,,20,,4,1,False,,Non classé,,8431,26 Avenue Virtuelle,751090XX7229,6,44137
7510182216382,14/2/2023,14/4/2023,,,True,,3487,869168-xxxx-yyyy-zzzz-7905,Madame,Nom4647,Prénom4757,email1405@test.com,91 Rue Fictive,75528,Paris,France,,,548370,494976,False,Location,False,78,,24 Rue Imaginaire,,,75492,0,,,2,,5,2,False,,3 étoiles,,7092,32 Avenue Virtuelle,751022XX1520,14,85065
7510104347807,2/9/2023,3/6/2023,,,True,,3478,562380-xxxx-yyyy-zzzz-6268,Madame,Nom4075,Prénom4577,email855@test.com,46 Rue Fictive,75601,Paris,France,,,460187,263618,True,Principale,False,32,,42 Rue Imaginaire,,,75943,9,,,18,,3,2,False,,4 étoiles,,1842,80 Avenue Virtuelle,751013XX7716,15,61970
7510190524120,9/2/2023,11/1/2023,,,False,,3581,816116-xxxx-yyyy-zzzz-2275,Madame,Nom1360,Prénom1577,email3439@test.com,57 Rue Fictive,75516,Paris,France,,,618466,766765,True,Secondaire,False,71,,50 Rue Imaginaire,,,75479,7,,,42,,1,1,False,,5 étoiles,,7626,55 Avenue Virtuelle,751038XX2132,9,65515
7510148797062,10/6/2023,1/1/2023,,,False,,1007,749016-xxxx-yyyy-zzzz-4461,Madame,Nom4293,Prénom2878,email727@test.com,34 Rue Fictive,75510,Paris,France,,,404121,721620,True,Location,False,72,,12 Rue Imaginaire,,,75282,2,,,23,,3,3,True,,Non classé,,3835,67 Avenue Virtuelle,751041XX3500,1,76614
7510111757488,16/6/2023,17/11/2023,,,True,,198,282755-xxxx-yyyy-zzzz-3965,Madame,Nom2503,Prénom3842,email3040@test.com,58 Rue Fictive,75623,Paris,France,,,939627,770962,False,Principale,False,100,,50 Rue Imaginaire,,,75045,0,,,15,,3,5,False,,4 étoiles,,8509,89 Avenue Virtuelle,751061XX3681,15,13146
7510130706706,25/8/2023,5/9/2023,,,False,,2224,614152-xxxx-yyyy-zzzz-9134,Monsieur,Nom3498,Prénom1487,email2263@test.com,70 Rue Fictive,75157,Paris,France,,,145912,424445,False,Secondaire,True,48,,63 Rue Imaginaire,,,75482,2,,,32,,5,2,False,,Non classé,,8518,46 Avenue Virtuelle,751061XX3089,3,45112
7510158478336,2/10/2023,23/11/2023,,,True,,1878,884806-xxxx-yyyy-zzzz-3264,Monsieur,Nom3303,Prénom2513,email3266@test.com,14 Rue Fictive,75893,Paris,France,,,265177,480897,True,Principale,True,66,,86 Rue Imaginaire,,,75084,9,,,3,,4,2,True,,4 étoiles,,5495,35 Avenue Virtuelle,751096XX7582,10,78202
7510172247030,27/10/2023,23/9/2023,,,False,,4193,719424-xxxx-yyyy-zzzz-4476,Monsieur,Nom1424,Prénom1565,email2790@test.com,34 Rue Fictive,75157,Paris,France,,,112763,405251,True,Location,False,90,,19 Rue Imaginaire,,,75805,1,,,21,,5,5,True,,3 étoiles,,6621,17 Avenue Virtuelle,751097XX7224,19,27509
7510186104078,2/8/2023,21/5/2023,,,False,,2258,557944-xxxx-yyyy-zzzz-9622,Monsieur,Nom1868,Prénom4082,email2356@test.com,7 Rue Fictive,75786,Paris,France,,,305772,276502,False,Principale,True,4,,64 Rue Imaginaire,,,75326,8,,,29,,3,4,True,,4 étoiles,,8133,84 Avenue Virtuelle,751085XX9839,11,59199
7510180318522,9/1/2023,27/8/2023,,,False,,2557,967546-xxxx-yyyy-zzzz-3733,Madame,Nom3956,Prénom3795,email273@test.com,67 Rue Fictive,75370,Paris,France,,,531308,415522,True,Location,False,22,,13 Rue Imaginaire,,,75439,9,,,14,,3,1,False,,Non classé,,1798,45 Avenue Virtuelle,751095XX6482,6,77095
7510183540181,11/10/2023,13/6/2023,,,True,,340,480234-xxxx-yyyy-zzzz-6959,Monsieur,Nom3674,Prénom2173,email2467@test.com,18 Rue Fictive,75448,Paris,France,,,529386,981155,True,Principale,True,21,,62 Rue Imaginaire,,,75455,4,,,24,,2,2,True,,4 étoiles,,6010,22 Avenue Virtuelle,751057XX7641,7,98246
7510104876946,26/5/2023,9/8/2023,,,True,,2112,963059-xxxx-yyyy-zzzz-3943,Monsieur,Nom4529,Prénom3432,email3627@test.com,19 Rue Fictive,75952,Paris,France,,,369110,781282,False,Secondaire,True,20,,66 Rue Imaginaire,,,75505,2,,,26,,1,3,True,,4 étoiles,,8684,8 Avenue Virtuelle,751087XX7660,18,27716
7510173933611,9/12/2023,23/11/2023,,,False,,1160,853004-xxxx-yyyy-zzzz-2179,Monsieur,Nom1658,Prénom4499,email1737@test.com,93 Rue Fictive,75001,Paris,France,,,523386,272991,True,Secondaire,True,30,,54 Rue Imaginaire,,,75505,10,,,37,,2,1,True,,5 étoiles,,1534,78 Avenue Virtuelle,751094XX4999,11,94845
7510143208566,18/2/2023,18/1/2023,,,True,,1605,835952-xxxx-yyyy-zzzz-2235,Monsieur,Nom102,Prénom2362,email2385@test.com,48 Rue Fictive,75269,Paris,France,,,460505,304823,True,Secondaire,True,100,,60 Rue Imaginaire,,,75869,9,,,20,,5,2,True,,5 étoiles,,4613,73 Avenue Virtuelle,751055XX7017,1,16765
7510147884464,3/2/2023,27/12/2023,,,True,,4167,885618-xxxx-yyyy-zzzz-8103,Monsieur,Nom3767,Prénom926,email2176@test.com,61 Rue Fictive,75448,Paris,France,,,150294,126020,True,Principale,True,12,,92 Rue Imaginaire,,,75798,4,,,1,,4,5,False,,Non classé,,1425,100 Avenue Virtuelle,751045XX7509,14,58737
7510140300152,11/3/2023,21/2/2023,,,False,,1455,544043-xxxx-yyyy-zzzz-5770,Monsieur,Nom1152,Prénom2458,email3930@test.com,4 Rue Fictive,75963,Paris,France,,,815694,160844,True,Principale,True,26,,54 Rue Imaginaire,,,75416,9,,,27,,5,3,True,,5 étoiles,,7513,77 Avenue Virtuelle,751085XX2107,3,53121
7510114022301,2/6/2023,28/5/2023,,,True,,977,464987-xxxx-yyyy-zzzz-1242,Monsieur,Nom4330,Prénom4260,email3503@test.com,22 Rue Fictive,75136,Paris,France,,,573602,582731,True,Location,True,59,,83 Rue Imaginaire,,,75893,5,,,46,,3,1,False,,5 étoiles,,8972,47 Avenue Virtuelle,751055XX4759,8,60079
7510161986037,23/10/2023,8/9/2023,,,False,,1528,248557-xxxx-yyyy-zzzz-6111,Madame,Nom1352,Prénom2695,email3273@test.com,2 Rue Fictive,75799,Paris,France,,,422122,610065,False,Principale,False,21,,71 Rue Imaginaire,,,75180,6,,,6,,4,4,False,,4 étoiles,,3192,39 Avenue Virtuelle,751012XX4889,7,71416
7510186329682,24/7/2023,28/3/2023,,,False,,4326,608678-xxxx-yyyy-zzzz-8160,Monsieur,Nom763,Prénom4987,email315@test.com,78 Rue Fictive,75973,Paris,France,,,327422,327309,False,Principale,True,48,,84 Rue Imaginaire,,,75471,9,,,4,,4,2,True,,4 étoiles,,8976,1 Avenue Virtuelle,751081XX8488,2,56495
7510155169736,23/10/2023,9/10/2023,,,False,,2188,377175-xxxx-yyyy-zzzz-5576,Monsieur,Nom4281,Prénom2440,email4650@test.com,6 Rue Fictive,75734,Paris,France,,,636556,437760,True,Location,True,13,,93 Rue Imaginaire,,,75916,3,,,31,,1,3,True,,3 étoiles,,7152,48 Avenue Virtuelle,751049XX2147,9,94057
7510100155197,19/12/2023,22/9/2023,,,False,,1600,390691-xxxx-yyyy-zzzz-1990,Madame,Nom2536,Prénom2547,email201@test.com,46 Rue Fictive,75080,Paris,France,,,707341,826690,False,Secondaire,False,66,,78 Rue Imaginaire,,,75561,1,,,50,,4,4,True,,Non classé,,3474,89 Avenue Virtuelle,751018XX7736,10,22230
7510121403247,9/2/2023,17/7/2023,,,True,,3015,126182-xxxx-yyyy-zzzz-1627,Madame,Nom2959,Prénom744,email72@test.com,39 Rue Fictive,75812,Paris,France,,,146383,952885,True,Location,True,16,,25 Rue Imaginaire,,,75122,5,,,9,,5,2,True,,3 étoiles,,3845,3 Avenue Virtuelle,751081XX6245,18,55723
7510166472877,17/2/2023,13/8/2023,,,True,,1655,929268-xxxx-yyyy-zzzz-9949,Monsieur,Nom2261,Prénom4404,email195@test.com,74 Rue Fictive,75802,Paris,France,,,336447,678525,False,Secondaire,True,33,,60 Rue Imaginaire,,,75316,2,,,37,,3,1,True,,4 étoiles,,3028,90 Avenue Virtuelle,751062XX7775,18,80230
7510118597697,5/12/2023,4/4/2023,,,True,,603,485931-xxxx-yyyy-zzzz-9780,Madame,Nom2204,Prénom3769,email857@test.com,44 Rue Fictive,75425,Paris,France,,,732536,872380,False,Principale,True,30,,96 Rue Imaginaire,,,75537,7,,,2,,2,4,True,,4 étoiles,,2041,67 Avenue Virtuelle,751078XX2680,9,72292
7510129093026,10/3/2023,22/1/2023,,,False,,4630,207821-xxxx-yyyy-zzzz-5035,Madame,Nom1762,Prénom4971,email2860@test.com,77 Rue Fictive,75738,Paris,France,,,464769,136432,True,Secondaire,False,29,,54 Rue Imaginaire,,,75915,3,,,13,,5,5,True,,4 étoiles,,8639,21 Avenue Virtuelle,751071XX6869,16,54857
7510145746973,20/12/2023,20/7/2023,,,False,,2520,285850-xxxx-yyyy-zzzz-9353,Madame,Nom1884,Prénom4379,email4490@test.com,76 Rue Fictive,75770,Paris,France,,,582650,931283,True,Principale,True,9,,69 Rue Imaginaire,,,75384,5,,,1,,3,4,True,,3 étoiles,,3384,92 Avenue Virtuelle,751014XX2658,10,55777
7510148830355,17/11/2023,14/5/2023,,,False,,4269,319218-xxxx-yyyy-zzzz-2018,Madame,Nom4270,Prénom1102,email3928@test.com,95 Rue Fictive,75750,Paris,France,,,777781,552558,True,Location,True,78,,5 Rue Imaginaire,,,75772,9,,,21,,3,3,True,,Non classé,,8158,21 Avenue Virtuelle,751040XX1647,5,48524
7510124233200,14/4/2023,5/4/2023,,,True,,3793,135730-xxxx-yyyy-zzzz-8141,Monsieur,Nom123,Prénom4503,email387@test.com,95 Rue Fictive,75650,Paris,France,,,516320,659127,False,Secondaire,False,98,,21 Rue Imaginaire,,,75599,10,,,36,,4,5,True,,5 étoiles,,7036,50 Avenue Virtuelle,751031XX6607,7,78922
7510106262812,1/4/2023,11/11/2023,,,False,,2205,522325-xxxx-yyyy-zzzz-1121,Madame,Nom3351,Prénom78,email50@test.com,95 Rue Fictive,75465,Paris,France,,,207613,164733,False,Principale,False,40,,83 Rue Imaginaire,,,75412,2,,,4,,5,2,False,,3 étoiles,,1168,91 Avenue Virtuelle,751094XX6010,20,55281
7510126423457,9/1/2023,6/3/2023,,,True,,4938,940812-xxxx-yyyy-zzzz-9935,Monsieur,Nom2618,Prénom52,email941@test.com,27 Rue Fictive,75448,Paris,France,,,757319,313156,True,Location,False,19,,50 Rue Imaginaire,,,75471,1,,,20,,5,3,True,,4 étoiles,,4265,24 Avenue Virtuelle,751032XX5835,6,59828
7510183409325,14/1/2023,4/5/2023,,,False,,3597,953969-xxxx-yyyy-zzzz-1817,Monsieur,Nom2232,Prénom514,email2417@test.com,73 Rue Fictive,75241,Paris,France,,,937565,183473,True,Principale,True,23,,71 Rue Imaginaire,,,75561,6,,,8,,3,1,False,,3 étoiles,,3715,67 Avenue Virtuelle,751049XX1535,19,35993
7510138251114,10/11/2023,27/11/2023,,,True,,532,832575-xxxx-yyyy-zzzz-8748,Monsieur,Nom3352,Prénom4191,email2580@test.com,95 Rue Fictive,75476,Paris,France,,,868918,465051,True,Secondaire,False,65,,36 Rue Imaginaire,,,75596,10,,,44,,1,4,True,,4 étoiles,,7352,42 Avenue Virtuelle,751010XX3790,9,69159
7510159665885,19/2/2023,21/7/2023,,,False,,4757,161422-xxxx-yyyy-zzzz-3497,Madame,Nom2752,Prénom1398,email532@test.com,16 Rue Fictive,75122,Paris,France,,,896033,225403,True,Principale,True,16,,34 Rue Imaginaire,,,75145,2,,,43,,3,1,True,,Non classé,,4472,21 Avenue Virtuelle,751060XX1157,11,33047
7510180033670,3/4/2023,26/11/2023,,,False,,2867,629937-xxxx-yyyy-zzzz-1519,Madame,Nom3107,Prénom1554,email4356@test.com,15 Rue Fictive,75704,Paris,France,,,832472,453624,True,Principale,False,93,,70 Rue Imaginaire,,,75930,3,,,22,,3,5,True,,4 étoiles,,5691,18 Avenue Virtuelle,751041XX6357,4,83737
7510193662170,22/2/2023,14/7/2023,,,False,,698,523319-xxxx-yyyy-zzzz-1818,Madame,Nom961,Prénom2327,email1596@test.com,27 Rue Fictive,75319,Paris,France,,,840564,369271,True,Principale,True,31,,8 Rue Imaginaire,,,75769,8,,,11,,5,3,True,,5 étoiles,,8758,13 Avenue Virtuelle,751083XX9874,16,25804
7510157333673,23/2/2023,13/5/2023,,,False,,1617,377746-xxxx-yyyy-zzzz-9554,Madame,Nom1532,Prénom813,email4549@test.com,8 Rue Fictive,75457,Paris,France,,,155685,631603,False,Secondaire,False,46,,70 Rue Imaginaire,,,75690,6,,,50,,4,4,True,,5 étoiles,,8131,61 Avenue Virtuelle,751061XX7743,10,26240
7510142550047,4/9/2023,3/6/2023,,,False,,2605,528264-xxxx-yyyy-zzzz-8718,Monsieur,Nom1384,Prénom2773,email2847@test.com,70 Rue Fictive,75436,Paris,France,,,470714,512593,False,Secondaire,False,85,,33 Rue Imaginaire,,,75461,4,,,12,,3,5,True,,Non classé,,7979,15 Avenue Virtuelle,751087XX6833,17,25973
7510182609434,1/8/2023,22/8/2023,,,True,,161,746965-xxxx-yyyy-zzzz-9459,Madame,Nom103,Prénom2537,email3825@test.com,97 Rue Fictive,75491,Paris,France,,,949413,776175,True,Principale,True,8,,34 Rue Imaginaire,,,75387,4,,,2,,2,4,False,,5 étoiles,,9885,67 Avenue Virtuelle,751073XX6226,13,51546
7510148655292,5/9/2023,16/2/2023,,,False,,2799,439474-xxxx-yyyy-zzzz-2503,Madame,Nom3918,Prénom2185,email2691@test.com,11 Rue Fictive,75905,Paris,France,,,649781,415423,True,Secondaire,False,84,,35 Rue Imaginaire,,,75647,6,,,21,,3,1,True,,Non classé,,8828,80 Avenue Virtuelle,751093XX8398,8,46196
7510168941052,24/1/2023,26/11/2023,,,True,,281,444379-xxxx-yyyy-zzzz-1161,Madame,Nom2742,Prénom112,email527@test.com,4 Rue Fictive,75083,Paris,France,,,342165,185211,False,Location,True,47,,10 Rue Imaginaire,,,75196,1,,,3,,2,4,True,,Non classé,,1897,60 Avenue Virtuelle,751091XX8157,14,35263
7510128802327,24/10/2023,21/2/2023,,,False,,3171,667108-xxxx-yyyy-zzzz-3695,Monsieur,Nom3016,Prénom3476,email3806@test.com,85 Rue Fictive,75852,Paris,France,,,508976,751954,False,Principale,False,40,,20 Rue Imaginaire,,,75031,2,,,13,,1,3,False,,3 étoiles,,1513,47 Avenue Virtuelle,751042XX4829,5,16711
7510188958430,5/1/2023,14/8/2023,,,False,,435,321817-xxxx-yyyy-zzzz-3672,Monsieur,Nom27,Prénom214,email3901@test.com,81 Rue Fictive,75683,Paris,France,,,999032,707259,False,Principale,True,15,,79 Rue Imaginaire,,,75006,9,,,36,,5,5,True,,4 étoiles,,4393,17 Avenue Virtuelle,751073XX2745,5,43094
7510178631909,14/5/2023,23/1/2023,,,False,,1023,698043-xxxx-yyyy-zzzz-4026,Monsieur,Nom3081,Prénom2780,email1689@test.com,83 Rue Fictive,75047,Paris,France,,,978829,726601,False,Principale,True,61,,39 Rue Imaginaire,,,75186,5,,,2,,3,1,True,,5 étoiles,,5460,13 Avenue Virtuelle,751047XX7617,17,92613
7510148673981,9/3/2023,15/3/2023,,,True,,1792,844126-xxxx-yyyy-zzzz-3739,Madame,Nom1473,Prénom4862,email4408@test.com,74 Rue Fictive,75318,Paris,France,,,833277,727014,False,Principale,True,22,,25 Rue Imaginaire,,,75163,2,,,8,,5,2,False,,5 étoiles,,6915,71 Avenue Virtuelle,751042XX3540,13,82488
7510110842719,5/4/2023,20/4/2023,,,True,,3460,158540-xxxx-yyyy-zzzz-3296,Madame,Nom4159,Prénom1959,email3154@test.com,91 Rue Fictive,75877,Paris,France,,,762055,221603,True,Location,True,21,,39 Rue Imaginaire,,,75604,0,,,8,,5,5,True,,3 étoiles,,5899,4 Avenue Virtuelle,751075XX8966,19,85567
7510126360136,17/9/2023,11/6/2023,,,False,,2728,226391-xxxx-yyyy-zzzz-3314,Monsieur,Nom3700,Prénom4869,email4157@test.com,98 Rue Fictive,75398,Paris,France,,,706559,383322,True,Location,False,15,,61 Rue Imaginaire,,,75076,0,,,26,,1,2,True,,3 étoiles,,4492,28 Avenue Virtuelle,751080XX1782,20,15343
